id,web_name,first_name,second_name,team_short,position,element_type,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
373,Virgil,Virgil,van Dijk,LIV,DEF,2,True,False,,,97032,0,0,1,-1,0,3,5.7,2.5,2,2.0,True,,,61,97032.jpg,4.6,False,31.5,False,,a,12,14,175,5365152,0,4641131,0,0.3,28.7,,152,2018-01-01,1991-07-08,False,p97032,3420,6,1,10,53,0,0,0,4,0,0,10,593,1169.4,215.9,490.0,187.6,329,87,23,352,38,3.77,1.44,5.21,47.63,,,,,,,[],,3,1,189,48,56,2,30,1,0.1,0.0,0.04,0.14,1.25,1.39,78,3,169,60,26,9,8,3,1.0,0.26,9.26
374,Konaté,Ibrahima,Konaté,LIV,DEF,2,True,False,100,100,204716,0,0,-1,1,0,1,2.3,1.5,1,1.0,False,,2026-01-23T11:00:09.438636Z,54,204716.jpg,3.6,False,3.8,False,,a,12,14,129,928187,0,902913,0,0.2,23.9,,73,2021-07-01,1999-05-25,False,p204716,3090,1,0,10,45,0,0,0,7,0,0,8,532,779.2,160.5,119.0,106.1,240,118,53,293,36,1.19,0.98,2.17,40.66,,,,,,,[],,35,13,236,60,266,73,133,41,0.03,0.0,0.03,0.06,1.18,1.31,158,18,257,93,104,39,94,31,1.05,0.29,8.53
375,Bradley,Conor,Bradley,LIV,DEF,2,True,False,0,0,492777,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,Knee injury - Expected back 01 Jun,2026-01-09T17:30:11.990256Z,49,492777.jpg,2.8,False,0.1,False,,i,12,14,42,62835,0,72643,0,0.0,8.6,,242,2023-09-25,2003-07-09,False,p492777,928,0,2,4,13,0,0,0,5,0,0,2,157,157.4,105.2,62.0,32.3,46,43,19,65,12,0.18,0.84,1.02,10.77,,,,,,,[],https://www.liverpoolfc.com/news/injury-update-alisson-isak-mamardashvili-salah-and-more?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,343,129,297,94,334,108,362,124,0.02,0.0,0.08,0.1,1.04,1.26,329,54,705,251,222,90,434,163,1.16,0.39,6.3
376,Gomez,Joe,Gomez,LIV,DEF,2,True,False,100,100,171287,0,0,-1,1,0,1,0.7,1.5,1,1.0,False,,2026-04-17T12:30:08.389302Z,49,171287.jpg,1.6,False,0.2,False,,a,12,14,33,25675,0,31479,0,0.2,6.7,,241,2015-06-20,1997-05-23,False,p171287,594,0,2,2,14,0,0,0,4,0,0,2,94,122.8,77.8,31.0,23.2,36,20,10,46,7,0.28,0.64,0.92,9.31,,,,,,,[],,372,140,331,111,377,129,388,135,0.04,0.0,0.1,0.14,1.41,2.12,292,45,227,85,414,152,419,156,1.06,0.3,6.97
377,Tsimikas,Konstantinos,Tsimikas,LIV,DEF,2,True,False,0,0,214285,0,0,-2,2,0,0,0.0,0.0,0,0.0,False,has joined AS Roma on loan for the rest of the season.,2025-09-22T09:16:54.545563Z,48,214285.jpg,0.0,False,0.0,False,,u,12,14,0,1669,0,12313,0,0.0,0.0,,83,2020-08-10,1996-05-12,False,p214285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,787,265,783,265,776,265,787,265,0,0,0,0,0,0,351,57,669,245,787,265,598,214,0,0,0
378,Nallo,Amara,Nallo,LIV,DEF,2,True,False,100,100,611926,0,0,-3,3,0,0,0.5,0.5,0,0.0,False,,2025-10-30T11:30:08.685763Z,37,611926.jpg,0.0,False,0.9,False,,a,12,14,0,234622,0,155038,0,0.0,0.0,,241,2024-02-27,2006-11-18,False,p611926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,530,187,511,186,479,181,533,187,0,0,0,0,0,0,841,270,308,111,541,187,216,84,0,0,0
379,R.Williams,Rhys,Williams,LIV,DEF,2,True,False,,,219937,0,0,-3,3,0,0,0.5,0.5,0,0.0,False,,,37,219937.jpg,0.0,False,0.5,False,,a,12,14,0,104331,0,71655,0,0.0,0.0,,241,2020-09-23,2001-02-03,False,p219937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,526,183,506,181,473,175,529,183,0,0,0,0,0,0,833,262,302,105,537,183,264,99,0,0,0
380,Ramsay,Calvin,Ramsay,LIV,DEF,2,True,False,,,489580,0,0,-3,3,0,0,0.5,0.5,0,0.0,False,,,37,489580.jpg,0.0,False,0.3,False,,a,12,14,0,41615,0,36522,0,0.0,0.0,,243,2022-06-19,2003-07-31,False,p489580,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,527,184,507,182,475,177,530,184,0,0,0,0,0,0,835,264,303,106,538,184,323,117,0,0,0
381,M.Salah,Mohamed,Salah,LIV,MID,3,True,False,100,100,118748,0,0,-5,5,0,0,1.0,6.5,6,6.0,False,,2026-04-25T22:30:09.424675Z,140,118748.jpg,4.6,False,15.2,False,,a,12,14,123,1789545,0,6177531,0,0.4,8.8,Mohamed Salah,63,2017-07-01,1992-06-15,False,p118748,2144,7,7,7,35,0,0,0,1,0,0,11,392,524.8,740.7,805.0,207.1,11,81,17,109,23,8.23,5.44,13.67,30.94,2,,4,,1,,[],,124,39,21,20,16,8,21,16,0.35,0.0,0.23,0.58,1.3,1.47,2,1,51,18,28,13,22,7,0.97,0.29,4.58
382,Wirtz,Florian,Wirtz,LIV,MID,3,True,False,100,100,494595,0,0,-2,2,0,3,3.3,1.5,1,1.0,False,,2026-05-14T13:30:10.754598Z,83,494595.jpg,3.8,False,8.5,False,,a,12,14,125,2369824,0,5034345,0,0.1,15.1,,80,2025-06-20,2003-05-03,False,p494595,2374,5,4,10,32,0,0,0,1,0,0,17,521,526.4,908.2,665.0,210.0,26,116,34,176,27,6.83,5.14,11.96,33.99,4,,5,,,,[],,121,38,10,10,28,13,17,12,0.26,0.0,0.19,0.45,1.29,1.21,13,8,299,137,86,42,51,19,1.02,0.38,6.67
383,Luis Díaz,Luis,Díaz Marulanda,LIV,MID,3,True,False,0,0,244731,0,0,0,0,0,0,0.0,0.0,0,0.0,False,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,80,244731.jpg,0.0,False,0.0,False,,u,12,14,0,0,0,7389,0,0.0,0.0,,48,2022-01-30,1997-01-13,False,p244731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,840,378,840,378,840,378,840,378,0,0,0,0,0,0,16,11,832,375,840,378,613,233,0,0,0
384,Gakpo,Cody,Gakpo,LIV,MID,3,True,False,100,100,243298,0,0,-2,2,0,1,3.5,2.5,2,2.0,False,,2025-12-09T02:00:07.849895Z,73,243298.jpg,3.6,False,5.6,False,,a,12,14,131,3563681,0,3938706,0,0.3,17.9,,152,2023-01-01,1999-05-07,False,p243298,2736,7,5,10,39,0,0,0,3,0,0,5,449,540.4,714.7,831.0,208.4,37,87,28,152,32,8.35,4.67,13.02,34.94,3,,,,3,,[],,109,32,25,24,10,5,19,14,0.27,0.0,0.15,0.42,1.15,1.28,27,16,178,74,108,49,70,25,1.05,0.33,5.0
385,Chiesa,Federico,Chiesa,LIV,MID,3,True,False,100,100,223541,0,0,-2,2,0,0,1.3,0.5,0,0.0,False,,2026-03-24T10:30:10.649645Z,63,223541.jpg,1.4,False,0.3,False,,a,12,14,37,57386,0,70435,0,0.0,5.9,,106,2024-08-29,1997-10-25,False,p223541,317,2,1,0,9,0,0,0,3,0,0,0,135,122.0,47.5,182.0,34.9,13,9,8,30,1,1.45,0.61,2.06,6.50,,,,,,,[],,373,167,373,192,208,109,352,169,0.41,0.0,0.17,0.58,1.85,2.56,67,44,812,362,439,192,343,118,0.28,0.0,8.52
386,Mac Allister,Alexis,Mac Allister,LIV,MID,3,True,False,100,100,243016,0,0,-4,4,0,2,5.5,1.5,1,1.0,False,,2025-08-28T17:30:07.822110Z,61,243016.jpg,2.9,False,1.8,False,,a,12,14,108,392604,0,427095,0,0.2,17.7,,10,2023-06-14,1998-12-24,False,p243016,2654,2,5,7,41,0,0,0,7,0,0,9,490,475.4,562.2,365.0,139.9,64,112,53,229,31,3.89,1.69,5.58,36.97,,,,,4,,[],,143,51,45,39,86,51,70,44,0.13,0.0,0.06,0.19,1.25,1.39,82,53,282,125,213,83,147,47,1.05,0.24,7.77
387,Szoboszlai,Dominik,Szoboszlai,LIV,MID,3,True,False,100,100,424876,0,0,6,-6,0,4,6.7,2.5,2,2.0,False,,2026-02-08T22:00:09.299317Z,71,424876.jpg,4.4,False,15.1,False,,a,12,14,160,3723042,0,2174292,0,0.3,22.5,,98,2023-07-02,2000-10-25,False,p424876,3232,6,7,9,52,0,0,1,8,1,0,21,780,867.8,1324.6,417.0,260.9,96,186,56,338,36,4.76,6.83,11.59,45.63,1,,2,,2,,[],,20,6,2,2,71,41,4,3,0.13,0.0,0.19,0.32,1.27,1.45,35,20,176,73,39,17,24,8,1.0,0.25,9.41
388,C.Jones,Curtis,Jones,LIV,MID,3,True,False,100,100,206915,0,0,-1,1,0,1,3.5,10.5,10,10.0,False,,2026-04-12T02:30:09.264075Z,54,206915.jpg,2.4,False,0.1,False,,a,12,14,81,31960,0,36907,0,1.9,15.0,,241,2018-04-06,2001-01-30,False,p206915,1923,1,3,3,37,0,0,0,2,0,0,6,447,407.4,412.1,227.0,104.6,53,144,40,237,18,2.21,2.77,4.98,31.44,,,,,,,[],,178,68,84,60,159,88,137,74,0.1,0.0,0.13,0.23,1.47,1.73,160,98,10,5,299,125,458,157,0.84,0.14,11.09
390,Gravenberch,Ryan,Gravenberch,LIV,MID,3,True,False,100,100,441266,0,0,-1,1,0,3,4.3,2.5,2,2.0,False,,2025-10-20T00:30:09.747338Z,54,441266.jpg,4.0,False,3.7,False,,a,12,14,144,2106193,0,1769549,0,0.4,26.7,,152,2023-09-01,2002-05-16,False,p441266,2991,5,5,9,42,0,0,0,5,0,0,17,671,687.0,497.2,220.0,140.1,112,127,59,298,34,1.89,2.26,4.15,38.41,,,,,,,[],,55,14,58,49,166,91,68,43,0.06,0.0,0.07,0.13,1.16,1.26,166,102,156,65,61,28,96,32,1.02,0.27,8.97
392,Endo,Endo,Wataru,LIV,MID,3,True,False,50,50,158983,0,0,-1,1,0,0,0.2,0.2,0,0.0,False,Foot injury - 50% chance of playing,2026-02-12T13:30:08.951599Z,49,158983.jpg,1.5,False,0.1,False,,d,12,14,12,7428,0,15517,0,0.0,2.4,,108,2023-08-18,1993-02-09,False,p158983,170,0,1,1,5,0,0,0,1,0,0,0,49,56.0,18.1,6.0,8.0,13,3,7,23,1,0.04,0.05,0.09,4.11,,,,,,,[],https://www.liverpoolfc.com/news/injury-news-updates-alisson-mamardashvili-gomez-and-endo?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,428,183,418,205,441,213,447,201,0.02,0.0,0.03,0.05,2.18,2.65,289,179,681,273,424,183,519,189,0.53,0.53,12.18
393,Bajcetic,Stefan,Bajčetić Maquieira,LIV,MID,3,True,False,0,0,535928,0,0,-3,3,0,0,0.0,0.0,0,0.0,False,Hamstring injury - Unknown return date,2025-09-12T10:00:06.938334Z,42,535928.jpg,0.0,False,0.2,False,,i,12,14,0,43880,0,23591,0,0.0,0.0,,200,2022-07-11,2004-10-22,False,p535928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.liverpoolfc.com/news/liverpools-injury-list-suspensions-and-availability?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,653,240,647,244,623,232,656,242,0,0,0,0,0,0,654,378,467,138,663,249,371,127,0,0,0
394,McConnell,James,McConnell,LIV,MID,3,True,False,0,0,491501,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,has joined Ajax on loan for the rest of the season.,2025-09-22T21:23:24.738341Z,44,491501.jpg,0.0,False,0.0,False,,u,12,14,0,1737,0,4136,0,0.0,0.0,,241,2023-07-18,2004-09-13,False,p491501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,681,258,677,261,656,252,683,260,0,0,0,0,0,0,557,334,526,165,689,265,691,277,0,0,0
395,Morton,Tyler,Morton,LIV,MID,3,True,False,0,0,440148,0,0,0,0,0,0,0.0,0.0,0,0.0,False,Has joined Lyon permanently.,2025-08-11T01:13:11.403187Z,45,440148.jpg,0.0,False,0.0,False,,u,12,14,0,0,0,362,0,0.0,0.0,,241,2021-07-22,2002-10-31,False,p440148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,709,275,705,277,688,271,711,277,0,0,0,0,0,0,434,257,565,187,715,280,817,361,0,0,0
396,Nyoni,Trey,Nyoni,LIV,MID,3,True,False,,,591386,0,0,-2,2,0,0,0.5,1.5,1,1.0,False,,,43,591386.jpg,1.0,False,0.3,False,,a,12,14,6,99712,0,87668,0,0.2,1.4,,241,2023-11-11,2007-06-30,False,p591386,21,0,0,0,1,0,0,0,0,0,0,0,11,4.2,13.4,4.0,2.1,0,4,1,5,0,0.37,0.02,0.39,0.85,,,,,,,[],,496,223,428,210,445,216,488,219,1.59,0.0,0.09,1.68,3.64,4.29,622,369,197,76,481,210,328,111,0.0,0.0,21.43
397,Darwin,Darwin,Núñez Ribeiro,LIV,FWD,4,True,False,0,0,447203,0,0,0,0,0,0,0.0,0.0,0,0.0,False,Has joined Al-Hilal permanently.,2025-08-11T11:06:59.061616Z,65,447203.jpg,0.0,False,0.1,False,,u,12,14,0,0,0,15993,0,0.0,0.0,,230,2022-06-14,1999-06-24,False,p447203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,837,94,837,94,837,94,837,94,0,0,0,0,0,0,52,19,821,88,837,94,560,77,0,0,0
398,Danns,Jayden,Danns,LIV,FWD,4,True,False,0,0,500058,0,0,-2,2,0,0,0.0,0.0,0,0.0,False,Hamstring injury - Unknown return date,2025-10-17T01:00:10.583515Z,43,500058.jpg,0.0,False,0.1,False,,i,12,14,0,9853,0,20477,0,0.0,0.0,,241,2024-02-20,2006-01-16,False,p500058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.liverpoolfc.com/news/joe-gomez-and-jayden-danns-fitness-update?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,660,68,655,67,633,67,663,69,0,0,0,0,0,0,611,87,491,47,671,70,482,69,0,0,0
499,Isak,Alexander,Isak,LIV,FWD,4,True,False,100,75,219168,0,0,-2,2,0,0,2.0,0.4,0,0.0,False,,2026-05-16T17:00:09.636721Z,103,219168.jpg,2.9,False,3.8,False,,a,12,14,41,1943087,0,2527246,0,0.0,4.0,,206,2025-09-01,1999-09-21,False,p219168,694,3,1,1,9,0,0,0,0,0,0,4,140,146.4,39.2,191.0,36.9,10,13,7,30,8,2.59,0.08,2.67,8.38,,,,,,,[],,350,36,385,50,195,43,345,45,0.34,0.0,0.01,0.35,1.09,1.17,4,2,838,94,215,23,95,17,1.04,0.13,3.89
661,Ekitiké,Hugo,Ekitiké,LIV,FWD,4,True,False,0,0,510663,0,0,5,-5,0,4,0.0,0.0,0,0.0,False,Achilles injury - Expected back 01 Jul,2026-04-15T00:30:07.637512Z,90,510663.jpg,4.5,False,15.7,False,,i,12,14,125,9187479,0,9633120,0,0.0,13.9,,73,2025-07-23,2002-06-20,False,p510663,1797,11,4,7,25,0,0,0,0,0,0,22,433,525.8,307.2,739.0,156.2,32,42,11,85,21,10.10,2.45,12.55,26.11,,,,,,,[],https://www.liverpoolfc.com/news/hugo-ekitike-injury-update-1?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,123,12,141,12,23,13,53,10,0.51,0.0,0.12,0.63,1.31,1.25,8,4,836,93,33,6,21,6,1.05,0.35,4.26
686,Ngumoha,Rio,Ngumoha,LIV,MID,3,True,False,,,611922,0,0,-2,2,0,0,2.7,2.5,2,2.0,False,,,43,611922.jpg,2.3,False,1.4,False,,a,12,14,43,389465,0,234010,0,0.5,10.0,,241,2024-12-17,2008-08-29,False,p611922,547,2,1,2,12,0,0,0,0,0,0,4,188,176.0,222.8,203.0,60.1,7,19,4,30,5,1.34,2.01,3.35,8.92,,,,,,,[],,327,145,183,120,182,98,268,133,0.22,0.0,0.33,0.55,1.47,1.97,627,373,119,50,306,127,167,58,0.82,0.33,4.94
692,Leoni,Giovanni,Leoni,LIV,DEF,2,True,False,0,0,647681,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,Knee injury - Expected back 01 Sep,2025-09-24T06:00:06.281394Z,49,647681.jpg,0.0,False,0.0,False,,i,12,14,0,2052,0,2636,0,0.0,0.0,,106,2025-08-15,2006-12-21,False,p647681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.liverpoolfc.com/news/liverpools-injury-list-suspensions-and-availability?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,805,266,801,266,798,266,805,266,0,0,0,0,0,0,342,56,714,252,805,266,725,251,0,0,0
746,Morrison,Kieran,Morrison,LIV,MID,3,True,False,,,596042,0,0,0,0,0,0,0.5,0.5,0,0.0,False,,,45,596042.jpg,0.0,False,0.0,False,,a,12,14,0,1220,0,1010,0,0.0,0.0,,242,2025-01-29,2006-11-09,False,p596042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,760,320,753,319,740,316,760,320,0,0,0,0,0,0,497,307,623,235,761,321,745,314,0,0,0
760,Lucky,Wellity,Lucky,LIV,DEF,2,True,False,,,519440,0,0,0,0,0,0,0.5,0.5,0,0.0,False,,,40,519440.jpg,0.0,False,0.0,False,,a,12,14,0,1450,0,1285,0,0.0,0.0,,200,2025-08-01,2006-01-12,False,p519440,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,617,229,609,228,578,224,620,229,0,0,0,0,0,0,725,187,418,167,627,228,678,239,0,0,0
830,Wright,Will,Wright,LIV,FWD,4,True,False,,,677945,0,0,0,0,0,0,0.5,0.5,0,0.0,False,,,45,677945.jpg,0.0,False,0.0,False,,a,12,14,0,604,0,179,0,0.0,0.0,,241,2025-08-04,2008-01-01,False,p677945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,780,86,773,85,761,85,780,86,0,0,0,0,0,0,524,76,648,67,780,86,773,93,0,0,0
832,Ndiaye,Talla,Ndiaye,LIV,DEF,2,True,False,,,718875,0,0,0,0,0,0,0.5,0.5,0,0.0,False,,,40,718875.jpg,0.0,False,0.0,False,,a,12,14,0,273,0,57,0,0.0,0.0,Talla Ndiaye,189,2026-04-02,2008-01-06,False,p718875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,645,253,637,252,608,250,648,253,0,0,0,0,0,0,758,216,450,195,655,252,807,267,0,0,0
82,Semenyo,Antoine,Semenyo,MCI,MID,3,True,False,100,100,437730,0,0,10,-10,0,5,4.3,6.5,6,6.0,True,,2025-11-17T13:00:08.045504Z,80,437730.jpg,5.5,False,46.2,False,,a,13,43,202,12955429,0,8639305,0,0.8,25.2,,81,2026-01-09,2000-01-07,False,p437730,3200,17,6,12,52,0,0,1,7,0,0,18,678,923.2,607.4,1047.0,257.7,49,142,45,236,37,11.10,3.12,14.21,47.67,,,4,,,,[],,10,2,36,33,4,1,5,4,0.31,0.0,0.09,0.4,1.34,1.46,17,12,50,17,5,2,3,2,1.04,0.34,6.64
182,Trafford,James,Trafford,MCI,GKP,1,True,False,,,432720,0,0,-5,5,0,0,0.5,2.5,2,2.0,False,,,45,432720.jpg,3.2,False,0.9,False,,a,13,43,13,102469,0,276190,0,0.4,2.9,,241,2025-07-29,2002-10-10,False,p432720,360,0,0,1,6,0,0,0,0,0,14,0,67,118.0,0.0,0.0,11.9,6,35,2,0,4,0.00,0.00,0.00,5.74,,,,,,,[],,377,28,703,90,686,80,427,28,0.0,3.5,0.0,0.0,1.44,1.5,432,24,127,13,163,20,207,26,1.0,0.25,0.0
260,Guéhi,Marc,Guéhi,MCI,DEF,2,True,False,100,100,209036,0,0,6,-6,0,5,5.7,0.5,0,0.0,True,,2026-01-17T10:30:09.463372Z,51,209036.jpg,5.1,False,32.6,False,,a,13,43,179,6708601,0,4328970,0,0.0,35.1,,241,2026-01-19,2000-07-13,False,p209036,3150,3,5,14,35,0,0,0,6,0,0,14,688,901.6,304.6,402.0,160.9,232,139,46,278,35,4.05,2.37,6.42,44.58,,,,,,,[],,14,5,146,37,78,6,49,8,0.12,0.0,0.07,0.19,1.27,1.0,228,34,741,257,8,2,7,2,1.0,0.4,7.94
399,Ederson M.,Ederson,Santana de Moraes,MCI,GKP,1,True,False,0,0,121160,0,0,-2,2,0,0,0.0,0.0,0,0.0,False,has joined Fenerbache permanently.,2025-09-02T13:32:35.715838Z,53,121160.jpg,0.0,False,0.8,False,,u,13,43,0,15200,0,274123,0,0.0,0.0,,30,2017-07-01,1993-08-17,False,p121160,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,819,97,819,97,817,95,819,97,0,0,0,0,0,0,178,5,756,95,819,97,221,28,0,0,0
401,Bettinelli,Marcus,Bettinelli,MCI,GKP,1,True,False,100,100,122074,0,0,-2,2,0,0,0.5,0.5,0,0.0,False,,2025-08-22T12:00:07.134628Z,38,122074.jpg,0.0,False,0.4,False,,a,13,43,0,72915,0,57129,0,0.0,0.0,,241,2025-06-10,1992-05-24,False,p122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,533,42,514,21,482,6,536,42,0,0,0,0,0,0,804,94,311,22,544,42,303,39,0,0,0
402,Aït-Nouri,Rayan,Aït-Nouri,MCI,DEF,2,True,False,100,100,448514,0,0,-3,3,0,1,2.0,1.5,1,1.0,False,,2025-12-13T14:30:11.538845Z,57,448514.jpg,3.5,False,4.1,False,,a,13,43,60,664479,0,2494969,0,0.2,10.5,,3,2025-06-09,2001-06-06,False,p448514,971,0,2,5,8,0,0,0,2,0,0,9,237,195.6,216.4,90.0,50.2,32,49,35,67,12,0.53,2.01,2.54,12.25,,,,,,,[],,314,122,188,47,301,90,303,99,0.05,0.0,0.19,0.24,1.14,0.74,117,11,271,99,122,46,90,29,1.11,0.46,6.21
403,Gvardiol,Joško,Gvardiol,MCI,DEF,2,True,False,100,100,477424,0,0,-2,2,0,2,0.7,1.5,1,1.0,False,,2026-01-04T21:30:12.663651Z,58,477424.jpg,4.4,False,3.2,False,,a,13,43,79,1380358,0,2201303,0,0.2,13.6,,97,2023-08-05,2002-01-23,False,p477424,1370,2,2,6,13,0,0,0,2,0,0,5,303,369.0,109.5,218.0,69.8,86,49,17,103,16,2.25,0.70,2.95,16.05,,,,,,,[],,202,86,290,90,170,39,239,82,0.15,0.0,0.05,0.2,1.05,0.85,109,8,275,100,35,12,104,35,1.05,0.39,6.77
404,Akanji,Manuel,Akanji,MCI,DEF,2,True,False,0,0,211975,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,has joined Inter Milan on loan for the rest of the season.,2025-09-02T13:32:35.738667Z,54,211975.jpg,0.0,False,0.3,False,,u,13,43,0,9281,0,85774,0,0.0,0.0,,207,2022-09-01,1995-07-19,False,p211975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,822,269,822,269,821,269,822,269,0,0,0,0,0,0,161,19,774,264,822,269,356,129,0,0,0
405,Aké,Nathan,Aké,MCI,DEF,2,True,False,,,126184,0,0,-3,3,0,0,2.3,1.5,1,1.0,False,,,52,126184.jpg,2.0,False,0.6,False,,a,13,43,36,47785,0,89893,0,0.2,6.9,,152,2020-08-05,1995-02-18,False,p126184,686,0,0,3,9,0,0,0,1,0,0,1,151,132.4,111.7,78.0,32.4,37,17,9,46,6,0.72,0.53,1.25,9.85,,,,,,,[],,368,138,288,88,313,98,361,123,0.09,0.0,0.07,0.16,1.29,1.18,203,28,248,90,356,131,250,93,0.79,0.39,6.03
406,Khusanov,Abdukodir,Khusanov,MCI,DEF,2,True,False,100,100,578153,0,0,-1,1,0,1,3.3,0.5,0,0.0,False,,2026-02-08T22:00:09.344782Z,54,578153.jpg,3.2,False,0.7,False,,a,13,43,67,121067,0,96765,0,0.0,12.4,,231,2025-01-20,2004-02-29,False,p578153,1427,0,0,6,13,0,0,0,2,0,0,3,293,299.0,112.2,26.0,43.9,96,75,27,123,15,0.65,1.21,1.86,20.89,,,,,,,[],,246,96,287,87,390,139,327,111,0.04,0.0,0.08,0.12,1.32,0.82,177,21,783,266,172,65,230,87,0.95,0.38,7.76
407,Matheus N.,Matheus,Nunes,MCI,DEF,2,True,False,100,100,465351,0,0,-2,2,0,5,2.7,0.5,0,0.0,False,,2026-01-20T00:30:08.597207Z,53,465351.jpg,4.5,False,2.9,False,,a,13,43,154,1062481,0,789254,0,0.0,29.1,Matheus Nunes,173,2023-09-01,1998-08-27,False,p465351,2861,1,8,12,28,0,0,0,5,0,0,16,676,696.0,545.0,131.0,137.6,138,166,57,195,32,0.34,2.23,2.57,34.89,,,,,4,,[],,53,23,49,6,250,64,76,14,0.01,0.0,0.07,0.08,1.1,0.88,193,22,762,261,29,10,114,42,1.01,0.38,6.13
